17.74531927,12.7544,464
19.83936291,16.9376,449
17.60352266,13.8848,985
17.25051196,14.0864,822
18.51031641,15.3248,391
16.23390221,11.4152,907
21.89561323,17.6504,49
18.09406332,12.6608,656
20.42630215,16.8656,662
18.15151197,16.844,372
18.11243977,14.0792,741
20.76403678,17.9456,132
17.44758345,16.5632,59
17.69750435,15.7568,478
18.86675199,14.9576,297
21.02347362,18.4568,16
16.16634297,13.424,403
21.63514505,17.0384,39
20.66675071,15.9584,652
20.18456817,17.2184,995
15.7050652,12.5024,787
16.23041586,12.956,134
16.67277332,11.8544,712
20.88809932,18.2264,191
17.50753997,15.3176,919
15.52595632,12.7328,711
18.77041979,15.5552,804
21.74690055,17.7368,53
15.47965638,11.4944,885
17.61427884,11.6096,185
15.96075728,11.4368,45
17.55155286,15.6344,993
16.26157036,12.8264,620
15.62018713,13.6544,356
18.9946757,16.6352,771
20.72799376,18.4208,612
13.34322578,11.3216,531
19.79802441,18.4424,287
15.35538336,13.5968,295
16.70903321,13.532,597
18.38892766,16.8368,443
15.49538823,13.9064,956
16.85337852,12.1928,693
16.82506065,15.08,174
16.17682723,14.4392,188
15.05450433,13.3808,724
18.47260927,16.916,395
17.83586616,16.3832,557
18.04575015,17.4416,852
21.70591297,18.2552,714
15.81127771,14.7848,654
17.47449795,15.9296,271
14.49202693,13.7984,125
17.91113032,15.6488,678
13.39859315,11.9264,68
21.65265281,18.32,18
16.36474425,13.6256,113
20.27963779,15.8864,905
20.22952288,17.6,935
18.48466048,15.0152,908
18.37057064,13.748,779
19.00952199,16.1168,979
13.85334045,11.4728,897
15.97190906,13.9136,90
20.10628331,16.7936,434
18.64135191,17.24,491
17.37762042,13.9784,431
18.25458719,17.1032,622
21.38068089,18.032,810
20.69630872,15.3536,868
18.99290819,14.4032,269
18.11749396,12.8696,916
19.04065616,17.5064,609
16.95449694,14.8856,487
19.15506603,15.2312,7
17.73225372,16.0592,749
19.18956133,18.3848,122
19.43497893,16.2104,747
19.60317485,14.576,319
18.02473653,13.496,986
16.18111592,15.5048,825
18.69227644,15.728,889
17.02214097,15.4616,614
19.68356416,15.152,429
14.02792462,12.38,173
19.91685549,16.0232,99
16.42019799,14.1368,129
15.52500638,12.8912,757
22.13259343,18.1688,903
18.75604122,14.2952,170
20.68706336,17.7152,721
19.43951614,15.5192,862
17.60335312,16.5992,50
14.74689022,12.6464,535
13.72830605,11.9624,72
19.87171287,17.3768,455
15.67613235,12.4592,481
16.26486862,13.6832,676
17.02521333,15.836,647
19.82101568,18.0032,870
18.42575794,14.4896,964
18.8811643,16.5344,30
20.52252928,18.1544,15
17.62311787,13.7624,893
19.77339381,14.4248,901
14.59694359,12.4088,84
19.67748331,16.3904,85
18.45416025,13.7696,254
20.71436867,16.9088,273
17.97273267,14.252,806
17.38964918,11.9408,728
21.31752054,16.9448,965
18.6758299,16.9592,849
19.340241,15.0584,64
16.44782843,12.8984,942
19.88849902,16.7648,425
18.54826949,16.1096,556
14.17015572,12.6536,687
16.26685993,11.8112,329
16.59923237,15.224,413
19.04628865,17.7728,292
19.86406424,16.4912,841
19.54994411,18.428,795
15.38811934,12.8048,805
19.137934,14.8496,646
17.34981335,12.0416,281
19.80319318,18.284,120
17.13626673,14.8712,605
18.67604252,15.0008,261
19.79833738,15.0944,159
21.06343427,17.1536,342
18.02119278,12.9344,196
16.39637127,11.5088,101
19.03155468,16.0088,947
14.03671883,12.0848,892
19.89033423,16.9952,307
20.26050534,16.2176,997
17.42734045,13.4168,970
16.85509208,14.0432,386
18.39644085,17.6432,127
18.16109467,16.2752,585
16.54887017,12.164,283
17.30392939,14.5328,80
15.8770235,14.2664,463
21.86510973,18.4712,501
16.54331259,11.9048,503
14.23744336,11.3288,508
19.57074602,17.5208,846
18.27913111,13.4744,727
15.12301719,13.6688,866
16.93880447,15.3104,752
19.26394924,15.8648,486
21.06880702,17.384,778
16.74726714,12.9776,934
16.19116994,11.552,489
19.85991927,15.116,376
20.07441075,16.6568,968
18.88992016,18.2048,416
19.26930274,17.7944,22
16.61002524,11.66,494
17.33224681,14.7992,327
20.59654228,17.6072,34
17.14945566,15.656,109
19.53384256,15.5912,338
18.45530777,15.1232,266
18.3172761,15.2744,630
19.23833643,13.5824,231
19.99025745,18.3632,799
14.155146,13.1432,473
17.80029487,14.54,823
18.59171683,17.5712,675
19.34813594,16.1816,396
19.41439097,16.9232,423
17.81808702,14.8208,141
17.52874549,14.7776,853
19.56747708,16.4336,208
15.18427825,12.6104,378
19.90720367,17.9384,298
15.49388951,11.876,308
20.02100742,17.852,524
15.72859666,13.7408,532
16.14495476,13.0064,636
16.69711103,12.7616,739
15.00800944,13.3088,459
18.73461867,16.9016,883
17.63487228,13.5392,226
18.68472102,15.9368,97
15.19377846,14.3672,245
20.70829689,17.564,112
14.44876835,13.0136,955
21.20474344,16.3256,94
18.99599183,15.4184,143
19.81185518,16.4768,790
17.29689401,13.0712,465
17.08700451,16.2896,189
17.30723567,13.3016,667
15.69076069,13.5248,181
18.40089338,16.5416,451
20.16471463,15.5408,336
15.30010622,14.8568,264
13.87826309,12.3872,301
18.11178866,13.676,474
19.14102689,16.2824,500
17.53576241,14.504,519
21.85266072,18.0968,818
20.23812576,16.3328,651
19.73284333,14.7488,814
18.06140417,14.6984,867
17.24838535,14.2592,506
18.86693291,17.0096,206
21.41801133,17.2328,754
20.83378405,17.3984,584
14.99353566,12.1424,394
17.99340607,16.8872,248
19.35112395,15.0224,682
16.44033451,11.6168,153
20.0344548,14.9216,791
15.49356715,12.7688,366
18.12900067,14.3816,20
21.76273439,17.78,915
16.27772069,14.936,753
18.87458665,15.8576,958
14.34020665,11.7464,357
18.89339203,14.4176,629
17.7861279,12.3728,63
17.39346924,15.512,318
15.69453666,12.704,399
18.57615208,13.0208,392
16.69321061,12.4376,974
15.83848586,12.5888,354
16.08636839,12.272,570
17.10915188,15.0728,246
19.43585301,14.5616,871
17.05263935,15.1376,865
16.41932,13.172,98
19.56419597,18.212,819
15.99695342,12.3152,523
20.03541253,15.6776,223
18.57076263,13.3232,330
18.3086786,16.9808,742
18.12805985,16.124,792
19.86198379,16.5704,201
19.79495804,16.448,861
15.24935078,13.2872,317
19.50518791,15.7928,147
13.98231985,11.5016,569
20.26687178,17.1392,365
18.27487247,14.1296,190
18.30554135,16.0952,924
20.10710524,15.8432,950
18.11154991,12.4016,827
18.93870762,16.6424,199
15.49240424,11.5736,946
16.63141956,12.6248,234
15.81372154,11.444,954
18.24097233,17.2112,193
16.21566159,12.884,107
18.47258375,16.772,47
14.88541546,13.8704,456
16.94439738,14.5904,544
17.70365577,16.952,770
16.39248109,13.1288,980
17.14929308,14.5256,836
16.80309093,15.3896,405
21.13939447,17.8952,821
19.19085441,16.1528,936
15.05948198,12.4952,221
21.69522763,17.4776,183
17.99000718,14.0216,740
16.04633659,12.452,111
14.01743509,11.9984,731
15.45399661,13.0928,649
17.28450945,12.7904,256
17.14921841,14.9432,207
14.83098967,12.5816,362
15.6197387,11.768,351
14.86638474,13.784,220
20.9043392,18.4496,837
17.11430762,16.2608,777
17.45849176,12.1568,505
17.87300178,15.3392,765
21.02566419,18.3128,218
18.48392475,14.6768,462
16.40950543,14.9288,921
15.98988127,12.4736,988
15.26761035,12.9704,322
18.82932005,14.1512,869
19.21950703,17.5136,291
20.57731733,16.8944,511
17.73084388,16.0736,681
16.83414004,15.764,67
19.33987018,18.1472,598
16.6247452,11.7752,520
20.75048208,17.1896,631
20.20755436,17.5424,435
16.03231126,13.8992,775
17.79431957,15.8792,126
21.92412122,18.3344,17
16.70108922,15.4256,930
17.76608994,14.1656,369
21.6163719,18.4352,514
16.64084439,15.1304,162
16.00715647,12.7256,367
21.53209127,17.6288,902
22.10482476,17.5568,665
15.99030548,15.188,343
19.25693175,17.8592,347
19.31270491,15.872,735
14.48768421,13.1072,200
15.40191956,12.236,382
20.70262977,18.1832,876
18.21968725,15.9944,633
17.48834851,16.0808,282
18.27477935,13.5752,302
21.33315361,18.0392,166
17.37416296,14.144,628
18.60818095,13.9496,436
17.89813031,15.9152,172
18.97964242,17.7224,789
19.00778903,16.9736,705
18.09177681,13.3736,468
16.02644464,11.4584,286
20.70649687,16.016,476
14.36765312,12.5096,577
14.8354037,12.2576,756
18.31899173,15.4688,138
16.80932458,14.432,326
18.60449619,17.2904,25
16.96527036,11.7608,377
19.9262792,15.2816,230
20.78439128,17.5352,24
21.87488718,17.9096,764
17.53072717,15.4904,467
14.52119478,11.5592,461
20.08201924,15.3608,280
20.2743554,17.9672,176
15.55395961,14.2808,158
18.2769927,13.6472,408
19.38188736,16.376,967
18.98408344,17.7296,699
16.33852881,14.8784,959
18.79390374,13.3448,616
20.01806928,16.1312,300
19.65790481,17.276,525
18.8278539,15.2096,255
16.89660813,12.5168,257
15.72275503,13.0496,238
20.1607567,17.9744,552
20.08646772,16.8584,670
18.52512539,17.9816,599
18.91415936,17.9024,123
21.59698641,17.96,617
19.36369228,16.5128,19
14.4651842,12.9272,197
15.94158234,13.0424,466
15.11694321,12.308,61
14.9906136,12.1784,686
19.46423728,16.8296,74
18.21750119,15.3752,360
17.43366457,16.1384,454
21.05036255,16.3112,601
16.87765245,11.3936,801
17.54876779,15.9224,786
18.25278592,16.7,881
17.33602795,13.4384,244
17.46986416,16.412,966
18.94440696,14.5976,427
17.61133793,17.0528,379
13.57834547,11.6744,828
14.85056164,13.4312,782
20.06580752,16.6712,444
18.21803128,14.6624,21
15.39438794,11.4656,576
17.38792002,12.74,769
18.43983544,17.9888,437
19.81339534,15.1808,899
16.68417606,14.2736,222
20.66748194,15.6272,156
21.25906607,18.3992,36
15.92942315,13.208,441
15.05571323,14.0072,345
15.2993098,13.8632,339
12.98061854,11.5376,839
17.93429471,14.3744,640
17.27968927,13.3376,864
16.98297655,13.8416,340
16.02521227,14.1944,204
21.9068242,17.888,397
18.34480986,14.8424,534
18.36639072,16.0304,453
17.88168507,16.8728,175
16.40056239,12.1856,891
17.1880424,14.6048,325
19.19987038,13.9928,353
20.19771069,18.2192,998
18.6252604,13.3592,348
13.55674707,12.2072,198
18.99676117,15.2888,917
21.1031573,17.0168,95
19.84746103,15.7424,872
20.63080143,17.7656,619
18.0762859,17.6936,613
19.29578882,16.3184,794
15.80775092,13.2368,418
19.32340492,16.1456,337
20.36253617,18.248,732
17.75446234,17.4704,387
16.82778593,16.196,704
22.335366,17.6216,263
13.48861369,11.5808,388
17.76317425,17.6864,615
16.0934358,11.7104,237
18.73414239,13.5896,625
21.99497711,18.1184,457
20.19971542,14.5472,483
17.38338946,16.664,886
22.34518823,18.2624,895
15.6778629,13.1504,390
14.67888934,13.0568,243
18.80325758,15.7208,498
16.67747951,15.8072,548
15.43939786,13.5536,940
15.26701653,12.344,331
17.92950385,16.7504,918
20.5268228,16.5272,324
19.07210028,16.9664,772
14.68364858,12.992,251
17.72807328,16.088,139
20.06551893,16.5056,664
18.84710174,18.0896,948
19.67943481,17.4128,311
21.06265589,16.4696,460
19.04349001,16.808,86
17.36042988,14.396,116
18.17045893,16.0376,279
19.00611555,15.5984,669
16.49710147,11.6672,275
17.02670308,11.6888,163
17.19180153,15.476,992
15.74104518,13.7912,169
18.26273041,17.6648,698
19.13350161,17.0744,499
21.12846573,16.4552,716
16.66810506,14.9072,578
16.07234241,13.6112,492
14.92255575,12.0776,471
17.24588295,15.98,26
15.26849686,13.9856,350
18.44737747,17.0672,148
18.64621661,13.2152,657
18.95295767,16.232,115
17.7683757,12.668,495
16.98515566,14.0288,566
12.83385183,11.3576,933
20.04692669,18.104,844
13.56968748,11.7968,969
14.90545378,12.5384,161
18.54832464,12.8768,446
21.05438451,18.1328,400
16.18182943,14.9936,383
20.15612562,18.2408,696
15.76967932,13.8776,470
14.7437512,11.7032,433
18.81987761,17.4056,521
14.93056721,11.7536,854
20.56051985,17.3192,879
19.71498974,15.1952,725
19.00784688,15.3824,119
15.96889675,14.072,793
17.05542599,17.4848,922
15.2365546,13.928,518
15.08514334,12.848,623
15.25362742,11.5448,635
14.46812076,12.8336,859
18.2533856,15.9008,92
18.4413611,12.5528,847
14.19268655,12.3224,93
19.32299822,15.1088,253
15.7808406,11.6816,555
16.6638782,14.3024,81
15.96577188,13.9712,856
20.79266701,17.2256,381
17.7480331,13.2584,213
13.92046486,11.336,655
19.634319,17.42,840
17.98311738,15.6992,299
15.5531807,12.8192,817
18.74167429,14.6336,51
16.08826584,11.3,873
16.34130406,14.288,595
15.32975912,11.8328,211
21.53431543,16.7216,371
20.41741077,16.1024,648
14.39700253,12.6032,668
18.69299491,17.8376,76
17.01035807,13.28,96
18.99665717,17.4992,259
17.23378711,14.7128,972
15.21888557,13.1,265
19.23411084,17.0888,516
18.99954884,16.628,542
15.71896812,14.6408,430
18.61789827,18.2336,315
20.27546958,16.1744,621
14.54612589,11.5232,588
16.20344459,11.4512,472
17.28498514,15.908,589
15.79191576,12.3296,496
14.86919381,13.6328,178
18.61601081,14.756,75
17.3308728,12.812,9
19.01856574,14.6912,763
19.74639299,17.672,359
18.16705422,17.8304,233
18.2944625,13.568,529
18.3452982,15.1736,117
19.17082018,16.0664,546
21.12033682,18.0464,547
17.48048785,12.3656,83
14.93977061,11.8688,644
19.77162926,15.7784,60
13.88036751,11.8904,884
14.93773782,12.0272,274
19.70399744,18.356,477
16.24394033,15.9656,951
20.38096882,15.8936,606
14.54858865,11.9912,745
19.64858683,15.8504,305
14.96801303,11.8184,374
13.60670342,11.8256,990
17.42685836,15.6056,71
19.44798006,16.6784,743
16.01519818,13.5032,438
18.69689183,12.7112,797
17.78844378,12.7976,210
18.68201363,15.4328,809
15.50855985,14.6552,877
19.61151221,15.9512,448
15.84300315,12.4448,596
17.213142,13.0352,14
17.59973034,12.1496,562
21.51675131,18.2696,0
20.59709101,17.924,594
17.7590491,15.0512,641
17.22401014,13.712,46
